Region,Country,Year,Category,Brand,Tier 1,Tier 2,Tier 3,Pep (%),Budget (LC),Pep Budget (LC),Bottler Budget (LC),Budget,Pep Budget,Bottler Budget
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,Pull-Non-Working,Agency Fees,Creative Agency Fees,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,Pull-Non-Working,Agency Fees,In Store & POS Design / Development,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,Pull-Non-Working,Agency Fees,Media Agency Fees,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,Pull-Non-Working,Agency Fees,Other,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,Pull-Non-Working,Agency Fees,Social Media / Influence Marketing,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,Pull-Non-Working,All Other Non-Working,Administrative fees,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,Pull-Non-Working,All Other Non-Working,Agency out of pocket,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,Pull-Non-Working,All Other Non-Working,CP out of pocket admin,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,Pull-Non-Working,All Other Non-Working,Grassroots/experiential out of pocket,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,Pull-Non-Working,All Other Non-Working,League/property- rights fee/options,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,Pull-Non-Working,All Other Non-Working,Market Research,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,Pull-Non-Working,All Other Non-Working,Non-allocated NW,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,Pull-Non-Working,All Other Non-Working,Other Non Working-non itemised talent,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,Pull-Non-Working,All Other Non-Working,PR out of pocket administrative,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,Pull-Non-Working,Innovation and Insight,Innovations,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,Pull-Non-Working,Innovation and Insight,Market Research,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,Pull-Non-Working,Package Design,Package design,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,Pull-Non-Working,Package Design,Package development,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,STB - Push,Capability Building/Other,Capability Building Other,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,STB - Push,Other Investments,CDA's,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,STB - Push,Other Investments,Capital (Coolers),0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,STB - Push,Other Investments,Price Support,50,3124,1574,1550,3124,1574,1550
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,STB - Push,Other Investments,Vending / Racks,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,STB - Push,Other Trade,Frozen Funds,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,STB - Push,Other Trade,Other Trade,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,STB - Push,Trade Equipment,Coolers - New,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,STB - Push,Trade Equipment,Coolers - Refurbished,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,STB - Push,Trade Equipment,Post Mix / Pre Mix Equip.,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,STB - Push,Trade Equipment,Vending / Racks,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,STB - Push,Trade Programs,Distribution Incentives,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,STB - Push,Trade Programs,Innovation Investments,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,STB - Push,Trade Programs,Sales Incentives,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,STB - Push,Trade Programs,Space Investments,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,Pull-Working,All Other Working,Other Working - PR execution,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,Pull-Working,All Other Working,Other Working - activation,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,Pull-Working,All Other Working,Other Working - non allocated working,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,Pull-Working,Consumer Promotions,Consumer Promotions Execution,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,Pull-Working,Consumer Promotions,Coupons,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,Pull-Working,Consumer Promotions,Other,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,Pull-Working,Consumer Promotions,Premiums,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,Pull-Working,In Store & POS Execution,In-Store & POS Execution,50,2290,1164,1126,2290,1164,1126
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,Pull-Working,Media Placements,Cinema,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,Pull-Working,Media Placements,Digital,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,Pull-Working,Media Placements,OOH - Out Of Home,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,Pull-Working,Media Placements,Other,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,Pull-Working,Media Placements,Print,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,Pull-Working,Media Placements,Radio,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,Pull-Working,Media Placements,TV,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,Pull-Working,Sampling,Product Samples,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,Pull-Working,Sampling,Sampling Execution,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,Pull-Working,Sponsorships,Sponsorships-in game/ in show,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,Pull-Working,Sponsorships,Sports-athlete/team contracts,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,Pull-Working,Sponsorships,Sports-on field or in show props,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Energy Drinks,Adrenaline,Pull-Working,Sponsorships,Sports-stadium contracts,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,Pull-Non-Working,Ad Production,Digital Ad Production,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,Pull-Non-Working,Ad Production,"TV, Print, Radio, OOH, Production",0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,Pull-Non-Working,Agency Fees,Creative Agency Fees,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,Pull-Non-Working,Agency Fees,In Store & POS Design / Development,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,Pull-Non-Working,Agency Fees,Media Agency Fees,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,Pull-Non-Working,Agency Fees,Other,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,Pull-Non-Working,Agency Fees,Social Media / Influence Marketing,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,Pull-Non-Working,All Other Non-Working,Administrative fees,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,Pull-Non-Working,All Other Non-Working,Agency out of pocket,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,Pull-Non-Working,All Other Non-Working,CP out of pocket admin,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,Pull-Non-Working,All Other Non-Working,Grassroots/experiential out of pocket,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,Pull-Non-Working,All Other Non-Working,League/property- rights fee/options,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,Pull-Non-Working,All Other Non-Working,Market Research,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,Pull-Non-Working,All Other Non-Working,Non-allocated NW,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,Pull-Non-Working,All Other Non-Working,Other Non Working-non itemised talent,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,Pull-Non-Working,All Other Non-Working,PR out of pocket administrative,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,Pull-Non-Working,Innovation and Insight,Innovations,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,Pull-Non-Working,Innovation and Insight,Market Research,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,Pull-Non-Working,Package Design,Package design,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,Pull-Non-Working,Package Design,Package development,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,STB - Push,Capability Building/Other,Capability Building Other,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,STB - Push,Other Investments,CDA's,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,STB - Push,Other Investments,Capital (Coolers),0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,STB - Push,Other Investments,Price Support,50,87,43,44,87,43,44
LAB North,Puerto Rico,2024,Water,Be-Light,STB - Push,Other Investments,Vending / Racks,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,STB - Push,Other Trade,Frozen Funds,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,STB - Push,Other Trade,Other Trade,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,STB - Push,Trade Equipment,Coolers - New,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,STB - Push,Trade Equipment,Coolers - Refurbished,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,STB - Push,Trade Equipment,Post Mix / Pre Mix Equip.,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,STB - Push,Trade Equipment,Vending / Racks,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,STB - Push,Trade Programs,Distribution Incentives,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,STB - Push,Trade Programs,Innovation Investments,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,STB - Push,Trade Programs,Sales Incentives,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,STB - Push,Trade Programs,Space Investments,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,Pull-Working,All Other Working,Other Working - PR execution,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,Pull-Working,All Other Working,Other Working - activation,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,Pull-Working,All Other Working,Other Working - non allocated working,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,Pull-Working,Consumer Promotions,Consumer Promotions Execution,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,Pull-Working,Consumer Promotions,Coupons,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,Pull-Working,Consumer Promotions,Other,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,Pull-Working,Consumer Promotions,Premiums,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,Pull-Working,In Store & POS Execution,In-Store & POS Execution,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,Pull-Working,Media Placements,Cinema,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,Pull-Working,Media Placements,Digital,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,Pull-Working,Media Placements,OOH - Out Of Home,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,Pull-Working,Media Placements,Other,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,Pull-Working,Media Placements,Print,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,Pull-Working,Media Placements,Radio,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,Pull-Working,Media Placements,TV,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,Pull-Working,Sampling,Product Samples,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,Pull-Working,Sampling,Sampling Execution,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,Pull-Working,Sponsorships,Sponsorships-in game/ in show,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,Pull-Working,Sponsorships,Sports-athlete/team contracts,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,Pull-Working,Sponsorships,Sports-on field or in show props,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Water,Be-Light,Pull-Working,Sponsorships,Sports-stadium contracts,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,Pull-Non-Working,Ad Production,Digital Ad Production,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,Pull-Non-Working,Ad Production,"TV, Print, Radio, OOH, Production",50,59849,29884,29965,59849,29884,29965
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,Pull-Non-Working,Agency Fees,Creative Agency Fees,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,Pull-Non-Working,Agency Fees,In Store & POS Design / Development,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,Pull-Non-Working,Agency Fees,Media Agency Fees,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,Pull-Non-Working,Agency Fees,Other,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,Pull-Non-Working,Agency Fees,Social Media / Influence Marketing,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,Pull-Non-Working,All Other Non-Working,Administrative fees,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,Pull-Non-Working,All Other Non-Working,Agency out of pocket,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,Pull-Non-Working,All Other Non-Working,CP out of pocket admin,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,Pull-Non-Working,All Other Non-Working,Grassroots/experiential out of pocket,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,Pull-Non-Working,All Other Non-Working,League/property- rights fee/options,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,Pull-Non-Working,All Other Non-Working,Market Research,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,Pull-Non-Working,All Other Non-Working,Non-allocated NW,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,Pull-Non-Working,All Other Non-Working,Other Non Working-non itemised talent,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,Pull-Non-Working,All Other Non-Working,PR out of pocket administrative,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,Pull-Non-Working,Innovation and Insight,Innovations,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,Pull-Non-Working,Innovation and Insight,Market Research,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,Pull-Non-Working,Package Design,Package design,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,Pull-Non-Working,Package Design,Package development,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,STB - Push,Capability Building/Other,Capability Building Other,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,STB - Push,Other Investments,CDA's,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,STB - Push,Other Investments,Capital (Coolers),0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,STB - Push,Other Investments,Price Support,50,1035509,529560,505949,1035509,529560,505949
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,STB - Push,Other Investments,Vending / Racks,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,STB - Push,Other Trade,Frozen Funds,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,STB - Push,Other Trade,Other Trade,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,STB - Push,Trade Equipment,Coolers - New,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,STB - Push,Trade Equipment,Coolers - Refurbished,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,STB - Push,Trade Equipment,Post Mix / Pre Mix Equip.,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,STB - Push,Trade Equipment,Vending / Racks,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,STB - Push,Trade Programs,Distribution Incentives,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,STB - Push,Trade Programs,Innovation Investments,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,STB - Push,Trade Programs,Sales Incentives,50,58404,28849,29555,58404,28849,29555
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,STB - Push,Trade Programs,Space Investments,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,Pull-Working,All Other Working,Other Working - PR execution,50,11832,5830,6002,11832,5830,6002
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,Pull-Working,All Other Working,Other Working - activation,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,Pull-Working,All Other Working,Other Working - non allocated working,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,Pull-Working,Consumer Promotions,Consumer Promotions Execution,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,Pull-Working,Consumer Promotions,Coupons,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,Pull-Working,Consumer Promotions,Other,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,Pull-Working,Consumer Promotions,Premiums,50,67949,33455,34494,67949,33455,34494
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,Pull-Working,In Store & POS Execution,In-Store & POS Execution,50,70357,33711,36646,70357,33711,36646
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,Pull-Working,Media Placements,Cinema,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,Pull-Working,Media Placements,Digital,50,101729,49754,51975,101729,49754,51975
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,Pull-Working,Media Placements,OOH - Out Of Home,50,104017,53171,50846,104017,53171,50846
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,Pull-Working,Media Placements,Other,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,Pull-Working,Media Placements,Print,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,Pull-Working,Media Placements,Radio,50,7273,3659,3614,7273,3659,3614
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,Pull-Working,Media Placements,TV,50,23023,11184,11839,23023,11184,11839
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,Pull-Working,Sampling,Product Samples,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,Pull-Working,Sampling,Sampling Execution,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,Pull-Working,Sponsorships,Sponsorships-in game/ in show,50,82572,43610,38962,82572,43610,38962
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,Pull-Working,Sponsorships,Sports-athlete/team contracts,50,90818,43904,46914,90818,43904,46914
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,Pull-Working,Sponsorships,Sports-on field or in show props,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,Sport Drinks,Gatorade,Pull-Working,Sponsorships,Sports-stadium contracts,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,RTD Tea,Lipton,Pull-Non-Working,Ad Production,Digital Ad Production,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,RTD Tea,Lipton,Pull-Non-Working,Ad Production,"TV, Print, Radio, OOH, Production",50,17108,8788,8320,17108,8788,8320
LAB North,Puerto Rico,2024,RTD Tea,Lipton,Pull-Non-Working,Agency Fees,Creative Agency Fees,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,RTD Tea,Lipton,Pull-Non-Working,Agency Fees,In Store & POS Design / Development,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,RTD Tea,Lipton,Pull-Non-Working,Agency Fees,Media Agency Fees,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,RTD Tea,Lipton,Pull-Non-Working,Agency Fees,Other,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,RTD Tea,Lipton,Pull-Non-Working,Agency Fees,Social Media / Influence Marketing,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,RTD Tea,Lipton,Pull-Non-Working,All Other Non-Working,Administrative fees,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,RTD Tea,Lipton,Pull-Non-Working,All Other Non-Working,Agency out of pocket,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,RTD Tea,Lipton,Pull-Non-Working,All Other Non-Working,CP out of pocket admin,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,RTD Tea,Lipton,Pull-Non-Working,All Other Non-Working,Grassroots/experiential out of pocket,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,RTD Tea,Lipton,Pull-Non-Working,All Other Non-Working,League/property- rights fee/options,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,RTD Tea,Lipton,Pull-Non-Working,All Other Non-Working,Market Research,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,RTD Tea,Lipton,Pull-Non-Working,All Other Non-Working,Non-allocated NW,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,RTD Tea,Lipton,Pull-Non-Working,All Other Non-Working,Other Non Working-non itemised talent,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,RTD Tea,Lipton,Pull-Non-Working,All Other Non-Working,PR out of pocket administrative,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,RTD Tea,Lipton,Pull-Non-Working,Innovation and Insight,Innovations,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,RTD Tea,Lipton,Pull-Non-Working,Innovation and Insight,Market Research,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,RTD Tea,Lipton,Pull-Non-Working,Package Design,Package design,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,RTD Tea,Lipton,Pull-Non-Working,Package Design,Package development,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,RTD Tea,Lipton,STB - Push,Capability Building/Other,Capability Building Other,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,RTD Tea,Lipton,STB - Push,Other Investments,CDA's,50,536225,251644,284581,536225,251644,284581
LAB North,Puerto Rico,2024,RTD Tea,Lipton,STB - Push,Other Investments,Capital (Coolers),0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,RTD Tea,Lipton,STB - Push,Other Investments,Price Support,50,218754,108699,110055,218754,108699,110055
LAB North,Puerto Rico,2024,RTD Tea,Lipton,STB - Push,Other Investments,Vending / Racks,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,RTD Tea,Lipton,STB - Push,Other Trade,Frozen Funds,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,RTD Tea,Lipton,STB - Push,Other Trade,Other Trade,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,RTD Tea,Lipton,STB - Push,Trade Equipment,Coolers - New,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,RTD Tea,Lipton,STB - Push,Trade Equipment,Coolers - Refurbished,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,RTD Tea,Lipton,STB - Push,Trade Equipment,Post Mix / Pre Mix Equip.,50,357619,168968,188651,357619,168968,188651
LAB North,Puerto Rico,2024,RTD Tea,Lipton,STB - Push,Trade Equipment,Vending / Racks,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,RTD Tea,Lipton,STB - Push,Trade Programs,Distribution Incentives,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,RTD Tea,Lipton,STB - Push,Trade Programs,Innovation Investments,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,RTD Tea,Lipton,STB - Push,Trade Programs,Sales Incentives,50,1012,511,501,1012,511,501
LAB North,Puerto Rico,2024,RTD Tea,Lipton,STB - Push,Trade Programs,Space Investments,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,RTD Tea,Lipton,Pull-Working,All Other Working,Other Working - PR execution,50,4218,2192,2026,4218,2192,2026
LAB North,Puerto Rico,2024,RTD Tea,Lipton,Pull-Working,All Other Working,Other Working - activation,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,RTD Tea,Lipton,Pull-Working,All Other Working,Other Working - non allocated working,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,RTD Tea,Lipton,Pull-Working,Consumer Promotions,Consumer Promotions Execution,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,RTD Tea,Lipton,Pull-Working,Consumer Promotions,Coupons,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,RTD Tea,Lipton,Pull-Working,Consumer Promotions,Other,0,0,0,0,0,0,0
LAB North,Puerto Rico,2024,RTD Tea,Lipton,Pull-Working,Consumer Promotions,Premiums,50,20056,10047,10009,20056,10047,10009
